round,metric,task_left,task_right,client_rank_spearman
40,Q,2,5,0.9757575757575757
40,Q,2,6,0.9393939393939394
40,Q,2,7,0.9030303030303031
40,Q,2,8,0.9393939393939394
40,Q,2,9,0.9151515151515152
40,Q,3,4,0.9030303030303031
40,Q,3,5,0.9393939393939394
40,Q,3,6,0.9151515151515152
40,Q,3,7,0.9272727272727272
40,Q,3,8,0.9393939393939394
40,Q,3,9,0.9757575757575757
40,Q,4,5,0.8666666666666667
40,Q,4,6,0.793939393939394
40,Q,4,7,0.9030303030303031
40,Q,4,8,0.8424242424242424
40,Q,4,9,0.9272727272727272
40,Q,5,6,0.9393939393939394
40,Q,5,7,0.9636363636363636
40,Q,5,8,0.9636363636363636
40,Q,5,9,0.9636363636363636
40,Q,6,7,0.9393939393939394
40,Q,6,8,0.8545454545454545
40,Q,6,9,0.8787878787878788
40,Q,7,8,0.9030303030303031
40,Q,7,9,0.9272727272727272
40,Q,8,9,0.9757575757575757
